Kendal Tau=0.931222294842895
idConference, conferenceName, curRank, curValue, oldRank, NPC
-1166194714,icchp_0,199,1217,185,1262.15783251601
1700697833,mascots_0,212,1178,216,1152.94644982026
-1846854460,visualization_0,213,1177,194,1221.44194449781
-1453004114,ispa_0,200,1206,191,1241.55457696147
1645823753,case_0,214,1173,193,1233.99630753452
-1697643526,iui_0,215,1170,196,1211.84808796009
721099616,edbt_0,216,1167,200,1193.17117129879
-888911784,its_0,232.5,1113,222,1141.95112229556
1605183650,mc_0,234,1109,229,1124.89123387108
521265203,wetice_0,235,1108,239,1097.14650603687
2067024278,ppsc_0,236,1099,262,1027.3975051199
-1046015352,eusflat_0,238,1097,267,1021.29858488783
-120597784,aiccsa_0,238,1097,238,1097.76550165904
-178614244,euc_0,238,1097,227,1128.64138219915
-128426521,ismis_0,217,1165,244,1090.7019640484
-824981182,IEEEcca_0,218.5,1158,215,1156.30695164563
-1337088282,esa_0,218.5,1158,221,1145.68878883413
1587843662,hpcn_0,240,1084,240,1096.74283390342
-1515482546,hpcc_0,249,1048,241,1093.71531500224
1081425474,saint_0,220,1154,207,1176.28907956278
71714651,micai_0,250,1046,252,1059.04076281452
-1971079863,sigcomm_0,241,1081,206,1177.22968877453
-888912144,ats_0,221,1146,218,1147.11645039374
1971622073,cccg_0,242,1079,265,1022.01234300558
716694238,aaaiss_0,222,1142,217,1147.67623163033
437802396,f-egc_0,243,1069,250,1069.67601547705
-1691155462,iri_0,251,1039,251,1060.31018498695
-1275163576,eurocrypt_0,223,1140,249,1070.09887513845
867435179,csie_0,244,1068,253,1058.47929708004
-1740372712,dsd_0,224.5,1139,205,1182.78599021555
51050109,IEEEares_0,252,1033,255,1054.14487252639
-1963643860,apweb_0,245,1066,231,1120.84154941933
158650589,ACISicis_0,253.5,1030,260,1036.76036478487
-899725782,gis_0,246,1065,230,1122.44360126935
-771301822,fsttcs_0,253.5,1030,291,936.809255684311
844413860,cata_0,224.5,1139,242,1093.56262027747
78188039,isspa_0,247,1062,259,1040.23306180931
-674180306,cocoon_0,255,1028,277,975.832413825667
875383190,ppsn_0,226,1138,243,1092.19755513786
-1646626049,haptics_0,248,1057,247,1086.83832949733
-1524133329,itcc_0,256,1024,274,993.768450006015
1470643706,iciar_0,227.5,1127,237,1105.11279741542
1498184499,pricai_0,257,1023,280,971.512015814324
1928659406,fgit_0,227.5,1127,225,1137.19038896193
-980149020,icppw_0,259,1014,269,1012.40163138774
-1588657493,caip_0,229,1119,256,1053.6962026352
-1987779972,IEEEscc_0,259,1014,236,1105.84003044051
807094025,ciss_0,230,1117,248,1073.03620187417
822102232,rtss_0,259,1014,268,1016.80918621295
-1320311681,cav_0,231,1115,220,1146.52482936994
1661028413,wise_0,261.5,1009,257,1043.33351166745
-355394627,bibe_0,232.5,1113,197,1210.47806760552
775345182,serp_0,261.5,1009,275,980.422613217369
-1125170747,ro-man_0,281,951,263,1026.6418200624
1545074387,emnlp_0,282,950,284,955.339551567876
1173953469,bibm_0,263,1007,226,1132.25966622684
625792847,pvm_0,283,948,301,916.96920593214
-933803658,dsn_0,264.5,1001,254,1057.61955421836
-1936993682,cars_0,284,944,232,1119.427461314
373113116,robocup_0,264.5,1001,214,1160.48557645431
610653666,mmm_0,285,940,281,967.007787695269
-1740372216,tsd_0,266,1000,282,957.012152227914
-1992698574,nems_0,286,938,246,1087.21123522192
1605052589,re_0,267,999,266,1021.5552228812
1659650856,springsim_0,287,937,283,956.8690923374
-57407519,pods_0,268,991,305,912.999398606191
-804288817,concur_0,288,935,335,843.260676422873
1999022387,spaa_0,269,990,273,994.421326056341
1751825937,dgo_0,270,989,228,1125.76730656701
791889923,mass_0,271,988,261,1027.86688614623
405983854,corr_0,289,931,302,916.175848858819
-516138399,ercimdl_0,272.5,986,234,1116.16702640494
-968406271,icn_0,290.5,929,298,921.579302060626
378900915,mhci_0,313,880,289,939.447548524956
1606166695,ht_0,272.5,986,276,976.354195794004
2032558798,eurocast_0,290.5,929,306,911.106245057794
-257339374,sigdoc_0,314,878,346,823.717411193594
-1195833375,pldi_0,274,981,272,996.046044050452
1785867781,iiwas_0,292,927,297,924.100990358953
2104102302,cascon_0,315.5,877,312,892.95093113141
996250051,ifip5-5_0,293,926,294,934.103873912432
1807530790,fct_0,315.5,877,396,741.497815680094
1555697451,icsoft_0,294.5,921,311,898.157662022742
-1446802938,wowmom_0,275,978,270,1004.9220956537
-1941007825,icce_0,317,876,324,862.994038269766
-319608530,mobicom_0,294.5,921,271,1002.57231241936
231200333,cluster_0,276,977,264,1023.30022854706
1606297769,vr_0,318.5,875,288,942.778291439271
560338758,adbis_0,296,920,321,873.366505674553
1605183654,ic_0,277,975,286,949.602212382984
1605576870,im_0,318.5,875,299,919.259233662841
-1926364193,waim_0,297,919,278,972.513028984284
638768413,bpm_0,320,873,295,933.979382392898
-1654311354,ciarp_0,278,968,290,937.025865877566
1605118104,gd_0,298,914,307,907.171499461294
1979547351,sofsem_0,321.5,866,378,767.966765798163
1542676604,colt_0,279,962,337,839.245647003888
1513367892,ssdbm_0,299,911,292,936.177120857301
1499733512,icumt_0,321.5,866,315,886.468896225197
1213400809,hpdc_0,280,960,258,1042.95255725659
1801042792,dft_0,323,864,323,863.52180714621
1192452680,fpga_0,300,910,285,951.481443985175
71714783,iicai_0,324,863,342,832.409476931971
-104279306,apccas_0,301.5,909,296,928.53090276669
45172939,pdcat_0,301.5,909,303,914.176136539684
-27195644,srds_0,303,906,316,880.700378192858
-1531557637,uist_0,304,904,287,947.594403488387
1604921512,wg_0,329,851,374,772.892677270247
-2096603103,csl_0,305,898,366,783.540532189247
-1899568981,IEEEicci_0,330,844,350,816.757487157278
-1936636063,micro_0,306,895,300,918.216825008038
1279396971,cisis_0,331.5,843,318,879.043687958071
-677718817,recomb_0,307,894,279,972.064692645748
1931317243,eacl_0,331.5,843,368,781.796269173133
1495865452,sigsoft_0,308,889,313,890.349689603994
-2126183584,hybrid_0,325,861,347,819.325204543739
-378541540,compcon_0,333.5,839,353,813.178570830032
-205897055,cicling_0,309,887,329,851.106831518987
2108059455,ic3k_0,333.5,839,339,838.279169112926
-785346375,coco_0,326,859,382,760.731328467847
636080624,fgr_0,310,886,314,887.167203416366
-411660324,fccm_0,335,837,308,906.203246751874
-165650364,usenix_0,327,855,333,847.33180076829
-1975320083,ecir_0,311,885,319,878.985581994039
-1228858528,ecbs_0,336,836,343,831.16402707108
-537707031,icira_0,328,853,309,903.917547941982
-1592982530,vcip_0,312,881,320,877.037554700824
-1800976388,rtcsa_0,337,835,340,838.110705253445
1959497913,cscl_0,338,832,334,847.074058658786
1738423785,icica_0,339,831,349,818.690811631711
-1531270640,ppam_0,361,803,357,810.317470888888
-1137173781,icwn_0,340,830,352,816.460233927738
2049838601,icsoc_0,362.5,802,317,880.311391211091
1206672459,cimca_0,341,828,362,789.832390800948
1159583373,icmi_0,362.5,802,325,860.091993884497
-327869717,icwe_0,342,827,327,852.304564284081
-1693318150,isi_0,364,800,326,853.536326990565
817776327,avss_0,344,826,336,840.056465454734
1606297764,kr_0,344,826,386,749.919754109455
1605576857,fm_0,344,826,359,797.098677088444
-1561406375,ecml_0,365,798,406,714.660971206354
671112596,wimob_0,346,824,338,838.540167351912
403809682,kivs_0,366,796,391,744.209282495049
-732960024,sspr_0,347,823,373,772.991404289781
-1368184851,isorc_0,367,787,344,827.058054400451
802465975,wdag_0,348.5,820,360,792.5032467568
595514850,mdm_0,368,783,356,810.397954761361
237983565,ecoopw_0,348.5,820,363,787.144511507639
1538887799,arcs_0,369,782,380,762.512384941415
-927315559,apn_0,350,818,404,725.463611688142
-995604503,iscis_0,370,779,372,773.266247563281
-1958187752,wirtschaftsinformatik_0,351.5,817,354,812.311228045481
-718787943,forte_0,371,777,394,742.088181603587
552270106,ACMace_0,372,769,351,816.652204725214
-718202680,humanoids_0,377,763,332,847.55922296888
718548347,mswim_0,373,768,379,766.959916413356
722588808,wecwis_0,378,760,375,771.836151165806
988510612,cse_0,351.5,817,322,865.873467512636
-1550019991,socc_0,374.5,765,365,783.828522350023
1436686715,btw_0,379,756,403,726.430692305154
315291954,icnsc_0,353,816,355,812.008231566865
-318384901,para_0,374.5,765,384,757.346669065102
1848621862,fpt_0,380,752,369,778.008909558861
-178613783,huc_0,354,815,293,935.590650415706
-1666773951,apscc_0,376,764,364,784.399312527622
1619056269,ismb_0,381,751,330,849.330974307653
597677473,ncm_0,355,814,345,825.644854428645
-1691155493,hri_0,357,813,310,900.094983614182
704767174,icaisc_0,357,813,358,802.299664936505
1626593339,asiacrypt_0,384,750,400,730.634210118064
595515180,sdm_0,357,813,348,819.260667749666
-1742911727,sibgrapi_0,384,750,389,747.736190616951
-904828017,isvlsi_0,359,811,331,848.891786369104
-1474475992,csreaSAM_0,384,750,398,733.00507071072
404340111,edoc_0,360,806,328,851.887042400045
382784791,csmr_0,384,750,390,747.407924746706
-336740818,dlog_0,384,750,419,692.670915921924
1886463862,codes_0,387.5,749,361,791.197819032344
632280678,ism_0,387.5,749,371,775.072423528069
-1339250311,rta_0,409,706,482,600.81455670157
-745702929,csee_0,389,742,407,713.428216710799
722810852,icadl_0,410,705,411,706.476597733823
-1668856214,dicta_0,390,741,383,757.457324987687
1332681947,ispan_0,411,704,426,681.146314079746
-224638954,secon_0,391,740,370,777.373340906202
-1665054726,rsctc_0,412,701,432,667.798520172022
1967445645,ipmu_0,392,737,422,686.885857095383
-329915964,IEEEpact_0,413.5,700,397,738.325403005804
-401539791,eScience_0,393,736,304,913.388327082244
51267660,tacas_0,394.5,735,367,782.54997286179
-2006438402,icwet_0,413.5,700,420,690.699923543576
1959402958,sebd_0,394.5,735,377,768.390901187832
1605839006,ai_0,415,698,443,649.768229183679
-1699806574,avi_0,396,732,392,744.086589204587
-1175129334,models_0,416,697,387,749.106934599696
-213216562,sec_0,417,696,421,690.310848576852
-1848317235,hipc_0,397,731,401,729.496837703177
-1853878911,bcshci_0,418,682,433,666.267918896
-166549363,ifip5-7_0,398,728,418,692.743206982535
-1350803510,iceccs_0,419,680,415,695.73250184404
335685006,ecoop_0,399,724,429,678.723224147271
1795079666,cso_0,420.5,679,440,652.730460060573
-2147309,acivs_0,441,659,431,674.883245823101
1606428844,sp_0,400,721,388,747.998660987393
739753359,egov_0,420.5,679,425,683.65661016487
-237152289,ideas_0,442,657,444,647.73704569278
-1149298505,esws_0,401.5,719,395,741.623062946741
1822669707,alt_0,422,678,506,577.095401786171
1391795798,psb_0,443,652,399,732.12454568019
678567851,icecsys_0,401.5,719,381,760.873288651066
764192453,ecal_0,423,676,459,624.291440840247
-665099116,geoinformatics_0,446,649,409,709.509659088721
1210378486,aips_0,403,712,428,679.550363186604
-1977349055,acsac_0,405,711,393,743.237747230896
-1867847087,lcpc_0,446,649,435,660.22370445379
-1575901028,lpar_0,446,649,474,608.953283905736
875382911,ipsn_0,424,675,376,769.206290422783
-1810559703,jisbd_0,446,649,446,641.124836465502
942693862,ismar_0,405,711,385,751.918056181605
857170476,splc_0,405,711,410,708.231552949977
1534562268,ftcs_0,425,673,437,656.595428234952
-1903882927,assets_0,407,710,402,728.419831351972
49043423,imecs_0,446,649,475,608.454602764218
-1869264862,lisa_0,426,672,461,623.088437242676
-1087384670,wcre_0,408,708,408,710.255453674692
-1746860939,gvd_0,449.5,646,625,475.124387503216
-19004542,jcis_0,427,671,454,633.984833823898
282538847,xpu_0,449.5,646,452,635.057398595051
-1204246719,asap_0,428,670,423,684.926912953415
-306889450,sitis_0,451,643,436,658.428863800784
-833467608,icnp_0,429.5,669,417,692.806380561584
-1162351184,rskt_0,452,636,470,614.293406903319
1579973037,aied_0,429.5,669,414,699.907016638408
-478377805,sensys_0,431,668,341,836.590070589902
-342210468,vlsi_0,453,635,447,639.320991282548
-1343575854,iva_0,454.5,634,434,664.262554131149
-899725619,dis_0,454.5,634,479,603.443063814142
800474823,anss_0,473.5,610,493,588.604306787243
1064296784,patmos_0,456,632,451,635.518044977423
1500025391,iccs_0,458,631,522,562.831347954204
-1539141447,cicc_0,473.5,610,405,723.047484235047
-1984079927,icete_0,458,631,458,627.508094371824
1361192304,esorics_0,475,608,453,635.023902244539
-222807016,arith_0,458,631,528,557.773576869049
-1629869853,ppopp_0,476.5,607,442,650.34818173591
-422288910,icls_0,476.5,607,438,654.095765329088
1605970076,cw_0,479,606,473,609.001644977283
1802819105,ifip5-3_0,460,629,465,619.809670184173
1220699021,asplos_0,479,606,424,684.688592557795
271657238,icdim_0,461,626,448,638.914854647616
-888912210,cts_0,479,606,478,605.069611665596
-698766004,ACMicec_0,481,605,502,581.162938369629
-917026530,sas_0,482.5,604,536,552.12058918933
1035523265,ijcnlp_0,482.5,604,486,596.681154482361
1425563514,edutainment_0,484,603,471,610.616369318851
638768316,cpm_0,486,601,516,568.716357004044
-1552505638,civr_0,486,601,463,621.366943991832
1605052588,se_0,462,623,480,601.630277165804
476056705,cisse_0,486,601,489,594.52344923616
-1439757156,dbsec_0,463,621,485,598.154924580934
-1216638483,wacv_0,488.5,600,460,623.449115674754
-403817456,acisp_0,488.5,600,491,591.705488560669
-1709082497,aciids_0,490,599,469,614.466572768591
-1358714472,sma_0,491.5,598,521,563.45723118145
1605183646,ac_0,465,620,597,490.157359625662
1927921039,esop_0,491.5,598,532,555.544746641676
-1551087489,icst_0,494,596,484,598.256659608324
-1512224676,vrst_0,465,620,445,647.068560666338
-296255448,adaEurope_0,494,596,520,564.010376279306
-1279645054,IEEEias_0,465,620,466,617.123025180853
-1843991890,iwpc_0,494,596,500,581.947734306321
349390809,ipccc_0,467.5,619,457,630.641216922828
458681006,ispw_0,496.5,592,546,543.186488969265
-376122155,adma_0,467.5,619,464,620.503678948775
-1133145522,hpca_0,469,618,439,653.930566700644
-1639766088,wiopt_0,496.5,592,498,583.370057626125
1357191999,gcb_0,470.5,616,449,636.093840192144
807217426,icdma_0,498,590,487,595.686454619412
-151427737,ibpria_0,470.5,616,477,607.48192350565
-1937266350,riao_0,499.5,589,495,585.137644123931
371763538,rtas_0,499.5,589,462,621.396937566147
-697244475,icaart_0,472,612,490,594.18121312248
1081424995,caine_0,501.5,588,494,585.385115047684
-819097481,aict_0,501.5,588,501,581.765456539148
-477237248,icfp_0,503.5,586,541,549.813362089291
194860599,csedu_0,503.5,586,472,610.003733637609
-1322615809,middleware_0,432,667,412,705.79513322591
1822669672,dlt_0,434,666,468,615.755476686234
2004128237,wscg_0,434,666,456,632.23034170892
-787153092,icuimc_0,434,666,416,695.405933705599
-2130412372,iolts_0,436,663,427,680.367899954623
-1177775569,ipcv_0,437,662,430,675.928148229697
-1019049799,synasc_0,505,585,512,571.541189911853
630179383,biocomp_0,439,661,413,703.346593202967
-372016283,iwec_0,506.5,583,496,585.118948297531
971209534,ike_0,439,661,441,650.498391369099
-1102821687,ozchi_0,506.5,583,476,607.610457684357
-560488751,ecsqaru_0,439,661,483,599.984714976318
-893237160,ivs_0,508.5,581,450,635.830027866361
1266891377,ectel_0,508.5,581,455,632.301905012459
120973998,ispd_0,510,580,539,550.477657810707
1266945671,uksim_0,511,579,514,568.954324649959
-187264372,uic_0,512,578,467,616.50083289979
-939238456,schule_0,513.5,576,572,508.447399297413
-1311660468,vmv_0,513.5,576,523,562.767126752369
-1373853815,bda_0,515,573,555,530.953623888969
1209075681,prdc_0,517,572,503,578.821645615075
566433779,nabic_0,517,572,510,573.396499441981
-502928563,slp_0,517,572,589,496.092881820317
613748231,issta_0,519.5,568,509,574.755919610989
739015525,iser_0,519.5,568,481,601.038892479903
-61733240,wads_0,522.5,562,545,543.871566716391
-775534589,mmsp_0,569,525,518,564.986083491994
-206479893,agents_0,522.5,562,527,559.106893617537
759511027,isads_0,569,525,562,519.452425660452
-904438599,ichit_0,522.5,562,529,557.443929630108
2060432845,sigecom_0,522.5,562,508,575.978368475564
1293888937,parco_0,571.5,524,548,537.221658612919
1602615568,ACMdis_0,571.5,524,540,550.055199884411
1249772825,qsic_0,573.5,523,551,536.748248906365
345968131,issre_0,525,561,499,582.692544613529
328750576,csee2_0,573.5,523,652,458.463929469333
60446744,coopis_0,526,559,535,553.307057535726
1642791405,epia_0,575.5,521,604,485.576464690776
-866688168,compsystech_0,527.5,558,543,547.575929845586
620436465,jfplc_0,575.5,521,677,437.55709715905
1765420160,dawak_0,527.5,558,534,554.921975551157
-1153235320,wkdd_0,577,519,607,482.996279146513
650665513,samos_0,529,557,497,585.018177815863
-121491977,icwsm_0,578,517,531,556.607311165989
-1732246433,tei_0,530.5,556,504,577.700798770696
828524473,kesamsta_0,579.5,514,577,503.525211202843
30627410,ddecs_0,530.5,556,526,559.367440877113
-1114909483,aime_0,579.5,514,507,576.583021378074
172705768,iccbr_0,532.5,551,558,524.685133021648
850099006,i3e_0,581.5,512,600,488.39823208372
1605576874,um_0,532.5,551,547,542.616017677394
602003213,ram_0,581.5,512,568,513.735938139521
