530866727	interspeech_0	16215	13365.164565702738371130916705	1	15061
75515881	iscas_0	15517	12898.751110410425473903950283	2	21986
-1592982495	icip_0	15122	12275.565588305347839872748495	3	19730
-322710556	icra_0	13691	11579.453258514750781926911036	4	18102
-208891384	icc_0	12453	10410.054206463554652045138711	5	18650
1013144468	globecom_0	10979	9334.318608341471839686128535	6	16394
-1802745912	hicss_0	9696	8116.734367911253496861562162	7	14258
-892279610	igarss_0	9689	8876.144994738831044681279401	8	16100
-1704132016	chi_0	8737	7984.088771592430840369397465	9	13215
-176451029	vtc_0	8309	7221.1791414800446415592152514	10	13062
-99425082	icassp_0	8294	6919.2172393831549150628644731	11	12439
-786710589	iros_0	7904	7015.4371749756638398721436710	12	13094
-195915058	smc_0	7561	6365.2452511339453638442721541	13	13850
-765465938	icpr_0	6968	5702.8921929934225105157640995	14	11370
1234037422	ipps_0	6621	5625.5077118103532893284464629	15	11629
-174288310	wsc_0	6458	5322.6353423217763092454427796	16	8391
1173773799	icmcs_0	6423	5472.7338710626734252396590852	17	11500
-1727921189	hci_0	6322	5324.1053522764402146775077246	18	12417
-211054498	cdc_0	6233	5077.5579312997608080535257313	19	7852
-805460159	aaai_0	5988	4746.3055822341486319593474138	20	8061
-74664634	infocom_0	5894	4971.0950129960496917166369045	21	7808
-204566403	dac_0	5887	5038.0736808075309388666386008	22	9199
69683167	ijcai_0	5635	4303.0582701325837943238499458	23	7369
-1007532543	amcis_0	5482	4404.4233541854940764530918282	24	6982
-735254216	cvpr_0	5229	4330.6538700794179845154966512	25	6600
-204565810	sac_0	5172	4311.6098179110181032993584924	26	10565
1976781542	wcnc_0	5152	4348.6884264942169763796151672	27	9285
1210378579	nips_0	4883	3920.0044547961347121196183010	28	5856
310920651	gecco_0	4840	3911.9121554802385554689625983	29	6026
-331986980	ijcnn_0	4572	3793.8152605504307891770615084	30	8189
73919236	fskd_0	4482	3623.4131144474279763958930686	31	9475
1605839000	gi_0	4349	3354.8802875315648898703796867	32	7020
-925677546	kes_0	4280	3554.2524835057429899711761366	33	7579
-1314629665	iceis_0	4083	3399.4446847874640098201266541	34	7446
79739781	date_0	4065	3588.7004815601188127816622641	35	7476
-176451064	itc_0	4047	3355.4862236196177430929418876	36	5577
-972516817	iccS_0	3891	3301.3161456315264794169296984	37	7937
1641498751	icse_0	3811	3212.7458102913966501092924030	38	5571
-1069457730	pimrc_0	3811	3226.6659432654404730411582310	38	7267
-120073158	miccai_0	3778	3797.5781704913472812980928825	39	7707
787875530	icde_0	3749	3288.0587151342857172505869712	40	6135
-213217186	cec_0	3662	3120.5431400839693963676957648	41	6009
-1835644969	iccsa_0	3554	3013.0945215807953096966823085	42	6998
1605576866	mm_0	3496	3107.3165379713204354550580491	43	6313
-2131206045	acl_0	3489	2667.4077310171571581840978659	44	4163
-748360735	cikm_0	3474	3020.1620069011891998443057202	45	6433
798730049	atal_0	3457	2935.3866718841043561339159283	46	4146
1951604116	isbi_0	3450	3301.2585252425986107210028462	47	7808
-1316563702	coling_0	3287	2530.2516285738725558152670000	48	4493
-19004947	ecis_0	3267	2738.8633085207731705529302840	49	4399
-1916319376	aina_0	3242	2789.3482932224027257888008665	50	6771
-383128914	icpp_0	3239	2584.1911977565523528616058582	51	5093
1976781608	icnc_0	3228	2649.4988659072892104703799563	52	7486
2129683146	cmg_0	3128	2409.1419485581387438084744019	53	2119
817646376	isnn_0	3111	2591.7706478052647693288023261	54	5952
-357008632	lrec_0	3101	2951.7526136868416340842755018	55	5412
-240378149	dagstuhl_0	3081	2384.9458584227883567664376482	56	4975
1430199046	www_0	3072	2786.4504439658371602330908166	57	6397
-1041739738	sigcse_0	3064	2696.1351148787171666222113451	58	4275
-438231619	pdpta_0	3049	2455.6355851225276227840063666	59	5759
627527698	sigmod_0	3042	2734.9678668150927167712003778	60	4599
-1564055530	sigir_0	2999	2465.4478006242234967436752593	61	4019
1969816609	isit_0	2943	2369.1172391467033961069856639	62	2989
562108731	robio_0	2886	2581.9416531848501082711537361	63	6319
1819798403	europar_0	2880	2472.6002545757245901659810649	64	5426
1508675548	focs_0	2830	2188.0042558440460604001568882	65	2345
38815698	iccad_0	2812	2360.4399541387797011654916197	66	4109
-348309520	icalp_0	2804	2162.2699176468745069826734841	67	3139
-1603664863	ifip_0	2796	1987.8524861840587707071710728	68	4121
-809785659	ecai_0	2731	2083.9627089129518720661048781	69	4226
-348309524	icalt_0	2727	2330.0480708343714777649109544	70	4684
-1502339711	fuzzIEEE_0	2723	2251.8605312455429522920767098	71	4564
