"128","120.852738839617","844"
"134","98.5502427617037","97"
"129","112.12550936905","1290"
"204","79.6551785691649","97"
"205","113.576285967904","1290"
"107","123.469636032923","844"
"210","117.811510727259","1290"
"212","105.821277154987","829"
"224","100.680060641179","844"
"253","82.6993239535956","1290"
"438","103.852269483654","829"
"537","94.5658852546355","434"
"301","89.8142977876482","1290"
"302","63.3599563402262","97"
"555","76.2697159272133","1383"
"671","101.399265516365","844"
"25","101.511070389576","1290"
"731","99.8362573522856","953"
"560","96.4965962859155","1290"
"578","142.935683431703","1290"
"747","104.119259596737","829"
"811","91.3402808382201","832"
"562","102.489933218545","1383"
"953","80.7745873376918","1290"
"564","91.4125401549199","1383"
"933","85.9481793385425","1290"
"956","97.6602604379599","844"
"1261","85.3718290011719","2990"
"996","72.1752855471391","77"
"1118","98.8354460280338","434"
"999","82.9019694948962","844"
"1581","99.0888848530537","77"
"1062","107.703822508295","829"
"1412","97.7724221837861","846"
"1219","137.451904222255","434"
"1602","107.670477237063","844"
"1530","107.137663908256","835"
"1229","116.256534750432","77"
"1664","110.226345189899","1290"
"1482","72.6544236989323","1283"
"1541","82.9857694242142","97"
"1545","119.061624904407","835"
"1743","84.5309026587392","97"
"1806","97.7236276006192","434"
"1552","92.3435968197217","835"
"2222","108.939469191653","844"
"2151","71.1834154035466","2948"
"2341","107.363715210505","1290"
"1556","115.047790841739","844"
"2506","82.6321562425846","1383"
"1579","91.9627467755866","835"
"2366","146.598744193932","1290"
"1979","112.525077363064","2921"
"2413","122.684521212469","844"
"2458","106.977093347084","832"
"2603","84.4975928360564","835"
"2854","86.1649339577002","77"
"3205","87.1264617901175","2921"
"2848","81.0705083059999","1290"
"2860","97.7874365561346","844"
"2850","74.172004008947","77"
"3383","92.1795913782854","1290"
"3208","92.5922864659879","829"
"3430","103.029607959344","2922"
"2882","94.4110638705684","835"
"3675","88.8896679517199","434"
"3487","111.94771330134","835"
"3234","83.6832810089823","2718"
"3690","117.265291246996","1290"
"3505","117.078595208353","1383"
"3083","101.127650166252","434"
"3772","86.3175720288716","2972"
"3106","136.994545015714","1290"
"3507","71.0037136878566","77"
"3287","108.00442352364","3052"
"3778","109.33304648584","1383"
"3533","101.148833129176","844"
"3784","110.384902631593","829"
"3552","59.2249805786186","77"
"4103","126.155513120216","844"
"3600","99.6199939577463","127"
"4115","70.5413932113518","97"
"4640","100.845668834059","829"
"4200","102.811079178152","434"
"3658","112.875059317946","1290"
"4602","99.0496610204672","434"
"4209","81.9160439103924","97"
"4611","85.8330067967829","77"
"4624","89.2501795429462","77"
"4665","89.5153085354245","77"
"4872","91.472293055677","77"
"4271","82.3223562156157","77"
"4674","109.182403467422","844"
"4313","80.0497186654572","2639"
"5045","73.8694652274622","77"
"4614","76.0240120685188","77"
"5059","118.358051557349","77"
"4343","103.705391269797","1290"
"4695","105.347257448135","77"
"4601","76.0240120685188","77"
"5078","103.857041402463","97"
"4617","86.9284725472559","844"
"5158","94.9081423689773","97"
"5508","66.0561327382221","829"
"4696","96.5599916814896","832"
"5162","99.9423539860601","97"
"5334","98.6928060747586","2971"
"4701","106.934701602992","434"
"5169","87.9329706945133","97"
"5723","102.196436147253","77"
"5781","102.215324397647","2921"
"5462","81.4574687697112","77"
"6684","168.946284608749","835"
"5416","91.324303259111","2922"
"6016","83.894053124535","77"
"5821","85.2530989196867","77"
"6411","75.3925380811789","77"
"6028","71.303820450371","97"
"5441","75.3238957997689","77"
"6032","111.06403426341","1290"
"5826","84.7294470825006","2718"
"5443","99.0496610204672","434"
"6074","65.5832017687264","77"
"6413","88.0751994059402","97"
"5853","108.632023857358","97"
"6076","97.5829051983017","1290"
"6707","98.3139795012023","835"
"5871","78.6619745990469","77"
"6532","82.3395162587873","2948"
"5876","86.2786864508853","77"
"6099","71.1834154035466","2948"
"6708","96.9424746436534","2948"
"5444","81.589779730663","835"
"6118","99.7305232293926","835"
"5938","80.4319376725373","846"
"6718","94.179932015081","77"
"6082","93.2815617410995","2948"
"5455","114.641289659882","1290"
"6560","81.5505937230844","77"
"6125","77.1807726458815","77"
"5964","72.1229380059951","97"
"6720","109.816233500374","835"
"6126","94.477236446142","835"
"6561","95.8613107619092","835"
"6886","89.883142544562","2718"
"6144","101.134069105987","77"
"6848","94.3480805969307","2718"
"6921","61.1127494145546","77"
"6185","83.8829846194144","77"
"6941","115.955200539454","77"
"6582","106.415865013978","1290"
"6205","99.6725680777886","835"
"6942","75.5109826178759","97"
"7201","90.998855278007","829"
"6207","124.684407025818","1290"
"6944","89.2973026563042","77"
"6948","92.5655256312205","97"
"6298","102.346520085712","835"
"7721","80.5091837449498","1290"
"6964","76.1564382323358","97"
"7739","86.6031082979393","77"
"7299","73.9769550113221","77"
"6978","61.1127494145546","77"
"7734","91.5905700942635","835"
"7764","107.99816466012","1290"
"7008","65.0670096507339","97"
"7220","98.4999097829475","434"
"7315","91.0025744747329","77"
"7030","87.2614598432796","829"
"7233","83.9238176860754","835"
"7773","85.6900159691367","77"
"7118","71.4566887537776","77"
"7291","80.6240672253346","77"
"7780","115.853041265372","2718"
"7752","113.674434512159","2718"
"7125","80.2233846466668","835"
"7392","130.35805935223","829"
"7137","94.5320792106699","77"
"7483","86.4481664877309","1383"
"7403","94.2966914909972","835"
"7697","71.5543614557504","77"
"7849","81.5628004604912","77"
"7406","81.3507556474061","77"
"7166","76.3351500569155","77"
"7488","88.6765154423651","77"
"7798","56.5519344411171","77"
"7698","87.9019749937183","844"
"7857","100.194268841098","77"
"7441","126.440954136528","844"
